
Summary 10.0

Delay	23,737580490555537	230,80233742462622	24,286715721866074	231,21970051504167	24,111829106410774	231,00629340704612	23,772051146268833	230,86525095769775	22,05819553092327	230,3711191205333
DC Energy	1,332455921428585E7	1,3586141907143041E7	1,3327340314285936E7	1,4157348678357594E7	1,3332902514286151E7	1,4377591833929375E7	1,3344026914286556E7	1,4416203306001177E7	1,3366275714287408E7	1,4451569234786898E7
Mobile Energy	3490063,293779984	3493160,041508759	6983289,279419976	6985135,758996267	1,3966656099899927E7	1,396567021016507E7	2,7927961937919892E7	2,7926640110184792E7	5,576533813329994E7	5,5669434761143E7
Edge Energy	834332,9999999987	834332,9999999987	1668665,9999999974	1668665,9999999974	3337331,999999995	3337331,999999995	6674663,999999991	6674663,999999991	1,3349327999999978E7	1,3349327999999978E7
Execution Time	241,0	530,0	551,0	1348,0	1206,0	3851,0	2973,0	12154,0	7655,0	47690,0
Network Usage	5305,2	38641,4	9620,4	76458,7	18250,8	151784,4	35511,6	304981,0	70033,2	609383,4


Summary 5.0

Delay	35,56561596638971	225,6213045013649	36,33900446614838	225,8541518206261	35,96908268416765	225,87033969454947	36,10655997769389	226,0388685533346	36,020336976305224	228,18757999236382
DC Energy	1,3324315614285782E7	1,3878576258286033E7	1,3327096714285936E7	1,4392438990857845E7	1,3332658914286092E7	1,441650951492926E7	1,334378331428655E7	1,445340359457281E7	1,3366032114287416E7	1,4467047978571E7
Mobile Energy	3499272,4475400383	3494611,3029450253	6999184,616460084	6988905,136227562	1,3997947312640158E7	1,3986097493602747E7	2,799665170170034E7	2,797158453078055E7	5,5993370265640765E7	5,5950271424873404E7
Edge Energy	1073093,569320024	834332,9999999987	2146335,3539800514	1668665,9999999974	4292744,815630103	3337331,999999995	8585483,654835211	6674663,999999991	1,7170993605940413E7	1,3349327999999978E7
Execution Time	621,0	971,0	1616,0	2592,0	4459,0	7537,0	12689,0	26211,0	43638,0	105212,0
Network Usage	6655,6	76591,6	12331,7	152789,2	23665,6	304384,4	46359,4	607187,2	91709,1	1213287,7

