
Summary 10.0

Delay	23,737580490555537	231,23521437767323	24,286715721866074	231,33344285408927	24,111829106410774	231,18234377072426	23,772051146268833	903,3048400667835	22,05819553092327	4052,128170970352
DC Energy	1,332455921428585E7	1,37117097321431E7	1,3327340314285936E7	1,4158811225000383E7	1,3332902514286151E7	1,438813887500047E7	1,3344026914286556E7	1,44082991343855E7	1,3366275714287408E7	1,4461867957148762E7
Mobile Energy	3490063,293779984	3496717,6791937635	6983289,279419976	6995754,831303791	1,3966656099899927E7	1,3990168079218825E7	2,7927961937919892E7	2,7951897774918053E7	5,576533813329994E7	5,592592411102504E7
Edge Energy	834332,9999999987	834332,9999999987	1668665,9999999974	1668665,9999999974	3337331,999999995	3337331,999999995	6674663,999999991	6674663,999999991	1,3349327999999978E7	1,3349327999999978E7
Execution Time	940,0	778,0	625,0	488,0	740,0	1316,0	1607,0	4249,0	3666,0	9439,0
Network Usage	5305,2	39833,0	9620,4	82699,3	18250,8	181966,8	35511,6	412622,5	70033,2	706581,9


Summary 5.0

Delay	31,97531766023216	225,89552713840246	32,279843791438026	226,0508736335263	32,07413098817	226,18001607977308	32,51024519912164	2993,4148283607797	32,54940303766053	4580,415349901623
DC Energy	1,3324315614285782E7	1,4030679178571757E7	1,3327096714285936E7	1,4411798317857856E7	1,3332658914286092E7	1,4425835144358134E7	1,334378331428655E7	1,4441914751595853E7	1,3366032114287416E7	1,446733870357017E7
Mobile Energy	3497125,6280600335	3497675,7858000416	6992501,85366007	6998057,028760155	1,3986499933180125E7	1,3995580919467691E7	2,7972667428280327E7	2,7977617310780127E7	5,594510199924064E7	5,596070448823067E7
Edge Energy	1073146,1618600108	834332,9999999987	2146220,606620014	1668665,9999999974	4292553,57003003	3337331,999999995	8585316,31493505	6674663,999999991	1,7170459982904725E7	1,3349327999999978E7
Execution Time	462,0	1476,0	589,0	917,0	1319,0	3078,0	2933,0	7819,0	8083,0	21793,0
Network Usage	8800,4	78954,2	16630,7	165648,9	32244,3	363053,4	63567,8	707318,7	126189,9	1295200,8

